X,Y
150.0,0.0
117.52925109863281,-8.7432279586792
84.06819915771484,-10.0
50.440921783447266,-10.0
16.81363868713379,-10.0
-16.81363868713379,-10.0
-50.440921783447266,-10.0
-84.06819915771484,-10.0
-117.52925109863281,-8.7432279586792
-150.0,0.0
